id,restaurant_name,rating,number_of_ratings,delivery_fee,full_address,lat,lng,prague_municipal_district,url
484,pizza-do-krabicecz-dolni-mecholupy,90.0,8,zdarma až 50 Kč (zdarma od 350 Kč),"Kutnohorská 40, Praha 10 10000",50.058919,14.559322,10,https://www.damejidlo.cz/pizza-do-krabicecz-dolni-mecholupy
485,pizza-do-krabicecz-holesovicka,82.0,79,zdarma až 80 Kč (zdarma od 300 Kč),"Jankovcova 14b, Praha 7 17000",50.107889,14.4545394,7,https://www.damejidlo.cz/pizza-do-krabicecz-holesovicka
486,pizza-do-krabicecz-kunratice,89.0,31,zdarma až 30 Kč (zdarma od 300 Kč),"nám. Prezidenta Masaryka 106, Praha 4 14000",50.0138691,14.4852014,4,https://www.damejidlo.cz/pizza-do-krabicecz-kunratice
487,pizza-do-krabicecz,87.0,45,30 Kč až 50 Kč (zdarma od 300 Kč),"Zbraslavská 36/3, Praha 5 15000",50.0236175,14.3939732,5,https://www.damejidlo.cz/pizza-do-krabicecz
488,pizza-enrico,-1.0,0,zdarma,"Ruská 777/152, Praha 10 10000",50.0737145,14.4765137,10,https://www.damejidlo.cz/pizza-enrico
489,pizza-excellent,81.0,78,99 Kč,"Radlická 845/15, Praha 5 15000",50.0623959,14.4042988,5,https://www.damejidlo.cz/pizza-excellent
490,pizza-express-praha,83.0,83,50 Kč,"Votická 2405/8, Praha 3 13000",50.0781298,14.4733748,3,https://www.damejidlo.cz/pizza-express-praha
491,pizza-express-repy,86.0,38,30 Kč až 100 Kč,"Makovského 1392/2b, Praha 17 — Řepy 16300",50.0652427,14.3086291,17,https://www.damejidlo.cz/pizza-express-repy
492,fabbricia-praha-4-michle,85.0,323,zdarma,"U Plynárny 64, Praha 4 14000",50.0568801,14.4684699,4,https://www.damejidlo.cz/fabbricia-praha-4-michle
493,pizza-fabbricia-vypich,90.0,317,zdarma až 29 Kč (zdarma od 300 Kč),"Bělohorská 205, Praha 6 16000",50.0773362,14.3395797,6,https://www.damejidlo.cz/pizza-fabbricia-vypich
494,fabbricia,87.0,279,zdarma (zdarma od 300 Kč),"Dukelských hrdinů 16, Praha 7 17000",50.0995353,14.4334627,7,https://www.damejidlo.cz/fabbricia
495,pizza-factory,95.0,141,29 Kč až 39 Kč,"K Vltavě 1541/54, Praha 4 14000",50.0068242,14.416472,4,https://www.damejidlo.cz/pizza-factory
496,pizzafinezza,88.0,78,zdarma,"Branická 706/18, Praha 4 14000",50.0394661,14.4104592,4,https://www.damejidlo.cz/pizzafinezza
497,pizza-franci,89.0,282,zdarma až 49 Kč (zdarma od 200 Kč),"Holečkova 123, Praha 5 15000",50.0717761,14.3851151,5,https://www.damejidlo.cz/pizza-franci
498,pizzeria-ristorante-fratelli,94.0,116,29 Kč až 49 Kč,"Hostýnská 520/14, Praha 19000",50.0826041,14.4935339,19000,https://www.damejidlo.cz/pizzeria-ristorante-fratelli
499,pizza-fresh-praha,86.0,138,zdarma,"Kodaňská 57, Praha 10 10100",50.0708965,14.4594737,10,https://www.damejidlo.cz/pizza-fresh-praha
500,pizza-fresh,88.0,237,zdarma,"Záběhlická 131/33, Praha 10 - Záběhlice 10000",50.0559258,14.4815921,10,https://www.damejidlo.cz/pizza-fresh
501,pizza-gogoii,96.0,44,zdarma,"Starokolínská 95, Praha 19000",50.0769892,14.6570971,19000,https://www.damejidlo.cz/pizza-gogoii
502,pizza-grande-jizni-mesto,93.0,166,zdarma až 199 Kč,"Křejpského 2276/6A, Praha 4 14000",50.0259018,14.5162314,4,https://www.damejidlo.cz/pizza-grande-jizni-mesto
503,pizza-grande-malesice,92.0,137,29 Kč až 49 Kč,"Limuzská 8, Praha 10 10000",50.0785568,14.5084521,10,https://www.damejidlo.cz/pizza-grande-malesice
504,pizza-hned,86.0,91,45 Kč (zdarma od 400 Kč),"Svatoslavova 51, Praha 4 14000",50.0616825,14.4457692,4,https://www.damejidlo.cz/pizza-hned
505,pizza-house-praha,87.0,218,zdarma až 30 Kč,"Kamerunská 599, Praha 6 16000",50.0980748,14.3619719,6,https://www.damejidlo.cz/pizza-house-praha
506,pizza-chefie-praha,82.0,132,zdarma,"Vrbova ulice 1427/19, Praha 14000",50.03212720000001,14.4275642,14000,https://www.damejidlo.cz/pizza-chefie-praha
507,pizza-il-carne-praha,-1.0,0,49 Kč (zdarma od 700 Kč),"Nové Butovice, Seydlerova 9, Praha 13 15800",50.04990910000001,14.3472003,13,https://www.damejidlo.cz/pizza-il-carne-praha
508,pizza-italiano-dolce,81.0,58,zdarma,"Malkovského 608/9, Praha 9 19900",50.1410962,14.5067482,9,https://www.damejidlo.cz/pizza-italiano-dolce
509,pizza-burger-jadran2,83.0,100,zdarma,"Čilská 1, Praha 4 14000",50.0993532,14.411435,4,https://www.damejidlo.cz/pizza-burger-jadran2
510,hallo-pizza-praha-4,-1.0,0,zdarma,"K Podjezdu, Praha 4 14000",50.0609334,14.4516698,4,https://www.damejidlo.cz/hallo-pizza-praha-4
511,pizza-burger-jadran,83.0,218,zdarma až 139 Kč,"Švehlova, Praha 10 10000",50.0603896,14.5057748,10,https://www.damejidlo.cz/pizza-burger-jadran
512,pizza-jizni-mesto,92.0,298,zdarma až 50 Kč (zdarma od 220 Kč),"Opatovská 1753, Praha 4 14000",50.0253577,14.5164715,4,https://www.damejidlo.cz/pizza-jizni-mesto
513,pizza-joy,86.0,298,0 Kč,"Náměstí bratří Synků 7, Praha 4 14000",50.0638875,14.4413361,4,https://www.damejidlo.cz/pizza-joy
514,pizza-kebab,87.0,36,35 Kč (zdarma od 249 Kč),"V Korytech 1773/4, Praha 10 10600",50.0541972,14.4900374,10,https://www.damejidlo.cz/pizza-kebab
515,pizza-kebab-jasna,82.0,48,,"Krhanická 365/36A, Praha - Kamýk 14200",50.0173411,14.442597,,https://www.damejidlo.cz/pizza-kebab-jasna
516,pizza-kebabjasna,-1.0,0,zdarma až 29 Kč,"Krhanická 365/36A, Praha - Kamýk 14200",50.0173411,14.442597,,https://www.damejidlo.cz/pizza-kebabjasna
517,pizza-king,76.0,34,zdarma,"Vinohradská 1786/122, Praha 13000",50.07755179999999,14.4587893,13000,https://www.damejidlo.cz/pizza-king
518,pizza-kubka,86.0,9,49 Kč,"Kardašovská 773/8, Praha 9 19000",50.10604,14.5502154,9,https://www.damejidlo.cz/pizza-kubka
519,pizza-millenium-nocni-medi-nocni,-1.0,0,zdarma až 49 Kč,"Vinohradska 2375/198, Praha 3 13000",50.0778663,14.4767693,3,https://www.damejidlo.cz/pizza-millenium-nocni-medi-nocni
520,pizza-luigi-krusty-burger-nova,96.0,20,zdarma až 35 Kč,"Průběžná 42, Praha 10 10000",50.0676154,14.4931918,10,https://www.damejidlo.cz/pizza-luigi-krusty-burger-nova
521,pizza-matteo,89.0,121,zdarma až 89 Kč,"Dobronická 50/9, Praha 4 14200",50.0093506,14.4633742,4,https://www.damejidlo.cz/pizza-matteo
522,pizza-paolo-holesovice,93.0,241,zdarma,"Partyzánská 1504/24, Praha 7 17000",50.1102825,14.4398904,7,https://www.damejidlo.cz/pizza-paolo-holesovice
523,pizza-miki,93.0,173,zdarma,"Trávníčkova 1764/5, Praha 13 15500",50.0445125,14.319842,13,https://www.damejidlo.cz/pizza-miki
524,pizza-finezza-motol,90.0,26,35 Kč,"Karlovarská 1698/1, Praha 11700",50.075137,14.3250297,11700,https://www.damejidlo.cz/pizza-finezza-motol
525,pizza-nebo-pasta,79.0,88,zdarma,"U Kavalírky 4/8, Praha 5 15000",50.0696934,14.3719834,5,https://www.damejidlo.cz/pizza-nebo-pasta
526,pizza-nero,-1.0,0,29 Kč,"Nerudova 24, Praha 1 11000",50.088589,14.3992659,1,https://www.damejidlo.cz/pizza-nero
527,pizza-nuova,79.0,23,49 Kč (zdarma od 2 000 Kč),"Revoluční 1/655, Praha 1 11000",50.0894704,14.4279226,1,https://www.damejidlo.cz/pizza-nuova
528,pizza-padronissimo,93.0,83,zdarma až 79 Kč,"Paškova 1511, Praha 5 15000",49.9688321,14.3838149,5,https://www.damejidlo.cz/pizza-padronissimo
529,pizza-padronissimo-stodulky,92.0,255,zdarma až 79 Kč,"Hábova 2345, Praha 5 15500",50.0466821,14.3107693,5,https://www.damejidlo.cz/pizza-padronissimo-stodulky
530,pizza-palermo-praha-10,90.0,17,29 Kč (zdarma od 600 Kč),"V Olšinách 67, Praha 10 11000",50.0728178,14.492412,10,https://www.damejidlo.cz/pizza-palermo-praha-10
531,pizza-pantheon,93.0,162,15 Kč až 25 Kč,"Mukařovského 1985/5, Praha 5 15500",50.0446859,14.3217611,5,https://www.damejidlo.cz/pizza-pantheon
532,pizza-burger-paolo-prubezna-nova,92.0,159,zdarma až 35 Kč,"Průběžná 180/42, Praha 10 10000",50.067478,14.4935032,10,https://www.damejidlo.cz/pizza-burger-paolo-prubezna-nova
533,pizza-paolo-barrandov,94.0,41,15 Kč až 45 Kč,"Chaplinovo náměstí 1, Praha 5 15000",50.0372232,14.3788515,5,https://www.damejidlo.cz/pizza-paolo-barrandov
534,pizza-paolo-smichov,86.0,53,15 Kč až 45 Kč,"Nádražní 279/1, Praha 5 15000",50.0606595,14.4086901,5,https://www.damejidlo.cz/pizza-paolo-smichov
535,pizza-papa-cipolla-vrsovice,84.0,118,zdarma,"Vršovická 88, Praha 10 10000",50.07045069999999,14.476362,10,https://www.damejidlo.cz/pizza-papa-cipolla-vrsovice
536,pizza-pasta-break,-1.0,0,29 Kč (zdarma od 700 Kč),"Vejvodova 443/8, Praha 1 11000",50.0844891,14.4194431,1,https://www.damejidlo.cz/pizza-pasta-break
537,pizza-pazza-praha,85.0,38,25 Kč,"Bělohorská 240/81, Praha 6 16000",50.0838274,14.3692828,6,https://www.damejidlo.cz/pizza-pazza-praha
538,pizza-pigy,53.0,6,29 Kč (zdarma od 700 Kč),"Milady Horákové 116/109, Praha 6 16000",50.0970297,14.4048939,6,https://www.damejidlo.cz/pizza-pigy
539,pizza-prague,63.0,24,59 Kč,"Blanická 768/4, Praha 2 12000",50.0745072,14.4392854,2,https://www.damejidlo.cz/pizza-prague
540,pizza-praha,-1.0,0,29 Kč (zdarma od 600 Kč),"Táboritská 3, Praha 3 13000",50.0836716,14.454033,3,https://www.damejidlo.cz/pizza-praha
541,pizza-presto-63,90.0,141,59 Kč (zdarma od 600 Kč),"Vinohradská 63/1485, Praha 2 12000",50.0771968,14.4428925,2,https://www.damejidlo.cz/pizza-presto-63
542,pepikova-pizza-jizni-mesto,81.0,88,zdarma,"Hrusická 2617/3A, Praha 4 14000",50.0486467,14.4846588,4,https://www.damejidlo.cz/pepikova-pizza-jizni-mesto
543,roma,68.0,5,29 Kč (zdarma od 700 Kč),"Jugoslávská 17/6, Praha 2 12000",50.0752811,14.4312384,2,https://www.damejidlo.cz/roma
544,pizza-royal,74.0,14,zdarma,"Ruská 971/92, Praha 11000",50.0729164,14.4648299,11000,https://www.damejidlo.cz/pizza-royal
545,pizza-scuola,93.0,108,zdarma až 29 Kč,"Heydukova 896/11, Praha 8 18000",50.1035931,14.474963,8,https://www.damejidlo.cz/pizza-scuola
546,pizza-sofina,87.0,26,zdarma,"Seifertova 2, Praha 3 13000",50.0850198,14.4422535,3,https://www.damejidlo.cz/pizza-sofina
547,pizza-solo,89.0,15,zdarma,"Korunní 1151/67, Praha 12000",50.07549280000001,14.4493426,12000,https://www.damejidlo.cz/pizza-solo
548,pizza-stazione,89.0,252,zdarma,"Podolská 34, Praha 4 14000",50.04694000000001,14.4152025,4,https://www.damejidlo.cz/pizza-stazione
549,pizza-tandoori,85.0,25,zdarma (zdarma od 1 000 Kč),"Vinohradska 2375/198, Praha 3 13000",50.0778663,14.4767693,3,https://www.damejidlo.cz/pizza-tandoori
550,pizza-to-go-ii,75.0,23,zdarma až 50 Kč (zdarma od 180 Kč),"Prusíkova 2577/16, Praha 5 15000",50.0380458,14.3384908,5,https://www.damejidlo.cz/pizza-to-go-ii
551,pizza-tondo,93.0,87,15 Kč až 49 Kč,"Náchodská 708, Praha 9 19300",50.11127860000001,14.5902106,9,https://www.damejidlo.cz/pizza-tondo
552,pizza-tony,92.0,152,zdarma až 40 Kč,"Veronské náměstí 403, Praha 10 10000",50.0405922,14.5588646,10,https://www.damejidlo.cz/pizza-tony
553,pizza-tony-praha-4,94.0,166,zdarma až 40 Kč,"Libušská 385/178, Praha 4 14200",50.00749,14.4636856,4,https://www.damejidlo.cz/pizza-tony-praha-4
554,pizza-u-benedikta-1,88.0,7,zdarma,"Slivenecká 72/5, Praha 5 15200",50.0380919,14.3877381,5,https://www.damejidlo.cz/pizza-u-benedikta-1
555,pizza-uno,89.0,38,zdarma (zdarma od 400 Kč),"Paprskova 1386/7, Praha 4 14000",50.03255069999999,14.447938,4,https://www.damejidlo.cz/pizza-uno
556,pizza-uno-michle,82.0,50,zdarma (zdarma od 400 Kč),"Ohradní 18, Praha 4 14000",50.0521555,14.4549653,4,https://www.damejidlo.cz/pizza-uno-michle
557,vulcano-pizza,96.0,100,zdarma,"U páté baterie 17/756, Praha 16200",50.0910504,14.3686577,16200,https://www.damejidlo.cz/vulcano-pizza
558,pizza-west-i,91.0,81,49 Kč až 59 Kč (zdarma od 550 Kč),"Náměstí bratří Synků 1, Praha 4 14000",50.06474739999999,14.4405656,4,https://www.damejidlo.cz/pizza-west-i
559,pizza-west-suburb,80.0,24,89 Kč (zdarma od 1 500 Kč),"Náměstí bratří Synků 1, Praha 4 14000",50.06474739999999,14.4405656,4,https://www.damejidlo.cz/pizza-west-suburb
560,pizza-west-1,80.0,10,74 Kč až 79 Kč (zdarma od 750 Kč),"Náměstí bratří Synků 1, Praha 4 14000",50.06474739999999,14.4405656,4,https://www.damejidlo.cz/pizza-west-1
561,pizza-west-3,87.0,101,89 Kč (zdarma od 950 Kč),"Náměstí bratří Synků 1, Praha 4 14000",50.06474739999999,14.4405656,4,https://www.damejidlo.cz/pizza-west-3
562,pizza-zeero,95.0,121,zdarma až 59 Kč,"Jesenická 58, Praha 10 10000",50.0576555,14.4932753,10,https://www.damejidlo.cz/pizza-zeero
563,pizza-zizkov,85.0,25,30 Kč až 59 Kč,"Koněvova 1947/188, Praha 3 13000",50.0877775,14.4569821,3,https://www.damejidlo.cz/pizza-zizkov
564,pizza-bleskem,95.0,95,29 Kč až 69 Kč,"Modřanská 409/68d, Praha 4 14000",50.0153464,14.4022952,4,https://www.damejidlo.cz/pizza-bleskem
565,pizzamio,88.0,28,29 Kč (zdarma od 500 Kč),"Moskevská 62, Praha 10 10000",50.068202,14.4577812,10,https://www.damejidlo.cz/pizzamio
566,pizzanonstop-praha,80.0,65,39 Kč,"Vinohradská 1509/226, Praha 10 10000",50.0768545,14.4871812,10,https://www.damejidlo.cz/pizzanonstop-praha
567,pizzburg,83.0,132,59 Kč,"Francouzská 140/110, Praha 11000",50.0718275,14.4500344,11000,https://www.damejidlo.cz/pizzburg
568,la-fame,87.0,29,29 Kč (zdarma od 700 Kč),"Újezd 8, Praha 5 – Malá Strana 15000",50.08054019999999,14.4046926,5,https://www.damejidlo.cz/la-fame
569,pizzeria-carllino,85.0,17,29 Kč (zdarma od 700 Kč),"Thámova 26, Praha 8 18000",50.0933117,14.4520954,8,https://www.damejidlo.cz/pizzeria-carllino
570,pizzeria-einstein,81.0,15,50 Kč (zdarma od 300 Kč),"Seifertova 595/67, Praha 3 13000",50.08472709999999,14.4485721,3,https://www.damejidlo.cz/pizzeria-einstein
571,giovanni-express,91.0,90,zdarma až 80 Kč,"Za černým mostem 266/2, Praha 14-Kyje 19800",50.1076973,14.5558733,14,https://www.damejidlo.cz/giovanni-express
572,pizzeria-golosona,52.0,5,49 Kč,"Nákupní 389/3, Praha 10 10000",50.072598,14.54241,10,https://www.damejidlo.cz/pizzeria-golosona
573,il-pomodoro,-1.0,0,,"Novodvorská 1800/136, Praha 4 14200",50.0267644,14.4329116,4,https://www.damejidlo.cz/il-pomodoro
574,pizzeria-justina,81.0,167,120 Kč,"Kudrnova 234/2a, Praha 5 10200",50.07055440000001,14.3476863,5,https://www.damejidlo.cz/pizzeria-justina
575,pizzeria-kmotra,70.0,19,29 Kč (zdarma od 700 Kč),"V Jirchářích 1285/12, Praha 1 11000",50.0801581,14.4171993,1,https://www.damejidlo.cz/pizzeria-kmotra
576,pizzeria-la-piazza-praha-3,-1.0,0,0 Kč,"Nitranská 20, Praha 3 13000",50.0764831,14.4504852,3,https://www.damejidlo.cz/pizzeria-la-piazza-praha-3
577,manna,91.0,33,29 Kč (zdarma od 500 Kč),"Urxova 5, Praha 8 18000",50.0944595,14.4574573,8,https://www.damejidlo.cz/manna
578,pizzeria-giovanni,84.0,115,zdarma (zdarma od 350 Kč),"Střelničná 1826/35, Praha 8 18000",50.1269369,14.471518,8,https://www.damejidlo.cz/pizzeria-giovanni
579,pizzeria-ristorante-erico,-1.0,0,29 Kč (zdarma od 700 Kč),"dejvická 15, Praha 6 16000",50.09848059999999,14.3991037,6,https://www.damejidlo.cz/pizzeria-ristorante-erico
580,pizzerie-sicilia,73.0,18,49 Kč (zdarma od 700 Kč),"Korunní 50, Praha 2 12000",50.0751728,14.4453015,2,https://www.damejidlo.cz/pizzerie-sicilia
581,pizzeria-siesta,73.0,9,49 Kč,"Na Pískách 74, Praha 6 16000",50.1070038,14.3744573,6,https://www.damejidlo.cz/pizzeria-siesta
582,pizzeria-vabene,-1.0,0,29 Kč (zdarma od 500 Kč),"Malá Štupartská 636/5, Praha 1 11000",50.0881133,14.4245181,1,https://www.damejidlo.cz/pizzeria-vabene
583,pizzeria-vendemaria,92.0,60,80 Kč,"Sladkovského náměstí 6, Praha 3 13000",50.0844631,14.451213,3,https://www.damejidlo.cz/pizzeria-vendemaria
584,pizzerie-amfora,84.0,5,59 Kč (zdarma od 1 000 Kč),"Molákova 577/34, Praha 8 18000",50.0969546,14.4652086,8,https://www.damejidlo.cz/pizzerie-amfora
585,pizzerie-bambini,84.0,5,29 Kč (zdarma od 700 Kč),"Biskupcova 1653/27, Praha 3 - Žižkov 13000",50.0899971,14.4713856,3,https://www.damejidlo.cz/pizzerie-bambini
586,pizzerie-kaskada,84.0,62,zdarma (zdarma od 399 Kč),"Voskovcova 1075/43, Praha 5 15000",50.0291677,14.366165,5,https://www.damejidlo.cz/pizzerie-kaskada
587,pizzerie-rimini-praha,-1.0,0,zdarma až 89 Kč (zdarma od 700 Kč),"Čílová 10, Praha 6 16000",50.08907259999999,14.3470889,6,https://www.damejidlo.cz/pizzerie-rimini-praha
588,pizzerie-vaclavka,-1.0,0,0 Kč,"Václávské nám. 799/48, Praha 1 11000",50.0807314,14.4276324,1,https://www.damejidlo.cz/pizzerie-vaclavka
589,pizzerie-vysocany,94.0,124,zdarma až 100 Kč (zdarma od 300 Kč),"Sokolovská 306, Praha 9 19000",50.1094108,14.4964943,9,https://www.damejidlo.cz/pizzerie-vysocany
590,planet-sushi,91.0,22,29 Kč (zdarma od 2 000 Kč),"Nádražní 110, Praha 5 15000",50.0703591,14.4051129,5,https://www.damejidlo.cz/planet-sushi
591,plzenska-restaurace-u-sedleru,-1.0,0,29 Kč (zdarma od 700 Kč),"Karlovo náměstí 17/288, Praha 2 12000",50.0771843,14.4190671,2,https://www.damejidlo.cz/plzenska-restaurace-u-sedleru
592,pocha-korean-taste,-1.0,0,29 Kč (zdarma od 700 Kč),"Oldřichova 506/14, Praha 12800",50.0655376,14.4261783,12800,https://www.damejidlo.cz/pocha-korean-taste
593,pojd-se-najist,79.0,285,49 Kč (zdarma od 700 Kč),"Brandlova 2381/1b, Praha 14900",50.0331262,14.5159622,14900,https://www.damejidlo.cz/pojd-se-najist
594,port-stanley,91.0,75,29 Kč (zdarma od 500 Kč),"Na Maninách 18, Praha 7 17000",50.1023562,14.4527955,7,https://www.damejidlo.cz/port-stanley
595,positano-restaurant-pizzeria-ii,77.0,49,zdarma,"Peluškova 1536, Praha 9 19800",50.1088335,14.5572252,9,https://www.damejidlo.cz/positano-restaurant-pizzeria-ii
596,potrefena-husa-budejovicka,-1.0,0,29 Kč (zdarma od 700 Kč),"Budějovická 64, Praha 4 14000",50.0437773,14.4491012,4,https://www.damejidlo.cz/potrefena-husa-budejovicka
597,potrefena-husa-sport-bar-bohnice,92.0,123,zdarma až 79 Kč,"Zhořelecká 514/2, Praha 8 18000",50.1313901,14.4099343,8,https://www.damejidlo.cz/potrefena-husa-sport-bar-bohnice
598,potrefena-husa-dejvice,84.0,44,29 Kč (zdarma od 1 000 Kč),"Terronská 11, Praha 6 16000",50.1021734,14.398911,6,https://www.damejidlo.cz/potrefena-husa-dejvice
599,potrefena-husa-pankrac,90.0,12,29 Kč (zdarma od 1 000 Kč),"Na Pankráci 129, Praha 4 14000",50.0510311,14.4408967,4,https://www.damejidlo.cz/potrefena-husa-pankrac
600,potrefena-husa-vinohrady,83.0,31,29 Kč (zdarma od 1 000 Kč),"Vinohradská 1666/104, Praha 2 12000",50.07738459999999,14.4554545,2,https://www.damejidlo.cz/potrefena-husa-vinohrady
601,poutine-de-soto,,,,,,,,https://www.damejidlo.cz/poutine-de-soto
602,prague-spirits,100.0,9,120 Kč,"Škroupovo náměstí 5, Praha 3 13000",50.0807812,14.4490046,3,https://www.damejidlo.cz/prague-spirits
603,prazska-kavara,-1.0,0,29 Kč (zdarma od 700 Kč),"Dukelských hrdinů 44, Praha 7 17000",50.1025834,14.4329586,7,https://www.damejidlo.cz/prazska-kavara
604,prima-vietnamese-cuisine,73.0,6,29 Kč (zdarma od 700 Kč),"Za Poříčskou bránou 214/12, Praha 8 18000",50.0906953,14.4406192,8,https://www.damejidlo.cz/prima-vietnamese-cuisine
605,provocateur-bistro,-1.0,0,29 Kč (zdarma od 700 Kč),"Samcova 1, Praha 1 11000",50.0920654,14.4333989,1,https://www.damejidlo.cz/provocateur-bistro
606,pricny-rez,-1.0,0,29 Kč (zdarma od 700 Kč),"Příčná 3, Praha 1 11000",50.07809169999999,14.422786,1,https://www.damejidlo.cz/pricny-rez
607,puskin,-1.0,0,29 Kč (zdarma od 800 Kč),"Husová 14, Praha 11000",50.0859442,14.4181298,11000,https://www.damejidlo.cz/puskin
608,puzzle-pizza,88.0,192,0 Kč,"Ostrčilovo nám. 60, Praha 2 12800",50.0653578,14.4243842,2,https://www.damejidlo.cz/puzzle-pizza
609,quick-easy,-1.0,0,29 Kč (zdarma od 600 Kč),"Sokolovská 120/62, Praha 8 18000",50.0926355,14.4457002,8,https://www.damejidlo.cz/quick-easy
610,radost-fx,83.0,73,29 Kč (zdarma od 800 Kč),"Bělehradská 234/120, Praha 2 12000",50.0759178,14.4323558,2,https://www.damejidlo.cz/radost-fx
611,rallye-wings,76.0,95,59 Kč,"Pivovarnická 1, Praha 8 180 00",50.1092186,14.4741302,8,https://www.damejidlo.cz/rallye-wings
612,rana-pakistani-restaurant,96.0,50,49 Kč (zdarma od 2 000 Kč),"Na Dědince 12/515, Praha 8 18000",50.1155742,14.4724595,8,https://www.damejidlo.cz/rana-pakistani-restaurant
613,rang-de-basanti-indian-restaurant,96.0,10,49 Kč,"Národních hrdinů 28, Praha 9 19000",50.0872795,14.5763652,9,https://www.damejidlo.cz/rang-de-basanti-indian-restaurant
614,rancheros-catering,-1.0,0,59 Kč (zdarma od 1 500 Kč),"Na Florenci 19, Praha 11000",50.0889957,14.43554,11000,https://www.damejidlo.cz/rancheros-catering
615,restaurace-rancheros-cerny-most,95.0,17,59 Kč až 99 Kč,"Chlumecká 765/6, Praha 9 19800",50.108793,14.5832921,9,https://www.damejidlo.cz/restaurace-rancheros-cerny-most
616,mexicka-restaurace-rancheros,81.0,160,59 Kč,"Na Florenci 19, Praha 1 11000",50.08867679999999,14.4365809,1,https://www.damejidlo.cz/mexicka-restaurace-rancheros
617,raw-for-you,95.0,8,120 Kč,"Bubenečská 35, Praha 6 16000",50.1014472,14.4044881,6,https://www.damejidlo.cz/raw-for-you
618,raw-planet,-1.0,0,29 Kč (zdarma od 1 000 Kč),"Štorchova 5, Praha 8 18000",50.1042199,14.4642815,8,https://www.damejidlo.cz/raw-planet
619,real-meat-society,-1.0,0,29 Kč (zdarma od 700 Kč),"Náplavní 5, Praha 12000",50.0766494,14.4150017,12000,https://www.damejidlo.cz/real-meat-society
620,rest,-1.0,0,29 Kč (zdarma od 2 000 Kč),"Podolské nábřeží 34/6, Praha 4 14000",50.0612974,14.4191629,4,https://www.damejidlo.cz/rest
621,restaurace-drevak,70.0,8,29 Kč (zdarma od 700 Kč),"Pod hájkem 1, Praha 8 18000",50.1055664,14.4789099,8,https://www.damejidlo.cz/restaurace-drevak
622,abc-restaurace,,,,,,,,https://www.damejidlo.cz/abc-restaurace
623,restaurace-abc-odpoledni,90.0,20,49 Kč (zdarma od 700 Kč),"Za mlýnem 1774/12, Praha 4 14000",50.033538,14.4236716,4,https://www.damejidlo.cz/restaurace-abc-odpoledni
624,restaurace-bonaccia-ii,92.0,75,zdarma (zdarma od 199 Kč),"Na Bendovce 16, Praha 8 18000",50.1322953,14.414315,8,https://www.damejidlo.cz/restaurace-bonaccia-ii
625,restaurace-bruska-praha,85.0,8,29 Kč (zdarma od 1 000 Kč),"Dejvická 20, Praha 6 16000",50.09790779999999,14.4019371,6,https://www.damejidlo.cz/restaurace-bruska-praha
626,restaurace-brevnovka,84.0,25,49 Kč,"Patočkova 1632/55, Praha 6 16000",50.0862777,14.3712466,6,https://www.damejidlo.cz/restaurace-brevnovka
627,restaurace-cerny-kohout,-1.0,0,49 Kč (zdarma od 700 Kč),"Bublavská 308, Praha 5 15000",50.0369997,14.3613,5,https://www.damejidlo.cz/restaurace-cerny-kohout
628,restaurace-dobra-spolecnost,89.0,27,49 Kč,"Parmská 387, Praha 15 10900",50.0418801,14.5633811,15,https://www.damejidlo.cz/restaurace-dobra-spolecnost
629,restaurace-domovina,,,,,,,,https://www.damejidlo.cz/restaurace-domovina
630,restaurace-drevak-karlin,84.0,5,zdarma,"Sokolovská 85/104, Praha 8 18000",50.09438400000001,14.453774,8,https://www.damejidlo.cz/restaurace-drevak-karlin
631,restaurace-drevak-praha,90.0,43,zdarma až 49 Kč,"U klubu 63, Praha 4 14000",49.99245519999999,14.4093151,4,https://www.damejidlo.cz/restaurace-drevak-praha
632,gattino-bohnice,85.0,38,49 Kč (zdarma od 700 Kč),"Zhořelecká 514, Praha 8 18000",50.1313901,14.4099343,8,https://www.damejidlo.cz/gattino-bohnice
633,gattino-modrany,-1.0,0,,"Rilská 3173, Praha 4 14000",50.0086336,14.4289388,4,https://www.damejidlo.cz/gattino-modrany
634,restaurace-globus,-1.0,0,29 Kč (zdarma od 700 Kč),"Křižíkova 512/68, Praha 8 18600",50.09362350000001,14.4567412,8,https://www.damejidlo.cz/restaurace-globus
635,restaurace-hoang-an,84.0,76,29 Kč,"Milady Horákové 77, Praha 17000",50.0997861,14.4233124,17000,https://www.damejidlo.cz/restaurace-hoang-an
636,restaurace-hokejka,88.0,69,49 Kč až 59 Kč,"Breitcetlova 771/6, Praha 9 19000",50.1057272,14.5742578,9,https://www.damejidlo.cz/restaurace-hokejka
637,restaurace-husinec,89.0,11,29 Kč (zdarma od 1 000 Kč),"Mezibranská 13, Praha 1 11000",50.07831359999999,14.4291962,1,https://www.damejidlo.cz/restaurace-husinec
638,restaurace-jaro-vietnamska-tradicni-kuchyne,92.0,21,29 Kč (zdarma od 700 Kč),"Koněvova 1956/214, Praha 13000",50.0922369,14.4894697,13000,https://www.damejidlo.cz/restaurace-jaro-vietnamska-tradicni-kuchyne
639,restaurace-jerrys,65.0,16,35 Kč,"Makovského 1179/2, Praha 16300",50.0652491,14.3077689,16300,https://www.damejidlo.cz/restaurace-jerrys
